,target,text
1316,ham,Why nothing. Ok anyway give me treat
74,ham,U can call me now...
1967,ham,Even i cant close my eyes you are in me our vava playing umma :-D
1216,spam,You have 1 new voicemail. Please call 08719181513.
4092,ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
843,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
2338,ham,"Alright, see you in a bit"
2740,ham,Nothing. Can...
1285,ham,"Just wondering, the others just took off"
1994,ham,Have you been practising your curtsey?
478,ham,"K, can I pick up another 8th when you're done?"
3461,spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
4665,ham,Not..tel software name..
4170,ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
574,ham,Nope i waiting in sch 4 daddy... 
1456,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
3668,ham,Yeah imma come over cause jay wants to do some drugs
4076,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
2365,ham,Ok try to do week end course in coimbatore.
654,ham,Did u got that persons story
3806,ham,Pls dont restrict her from eating anythin she likes for the next two days.
4888,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
3740,spam,2/2 146tf150p
1233,ham,Lol ok. I'll snatch her purse too.
2309,ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
4007,ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
3718,spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
2561,ham,And maybe some pressies
3384,ham,Ok can...
440,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
983,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
1880,ham,Just seeing your missed call my dear brother. Do have a gr8 day.
3448,ham,Sorry. || mail? || 
205,ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
5453,ham,Except theres a chick with huge boobs.
3360,ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
2104,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
3756,spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
1408,ham,"I've got ten bucks, jay is being noncomittal"
4596,ham,Full heat pa:-) i have applyed oil pa.
5441,ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
531,ham,What Today-sunday..sunday is holiday..so no work..
3722,ham,We left already we at orchard now.
4837,ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
979,ham,Another month. I need chocolate weed and alcohol.
589,ham,"I'm in a meeting, call me later at"
2285,ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
1904,ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
1450,ham,Msg me when rajini comes.
1173,ham,ÌÏ dun need to pick ur gf?
605,ham,TaKe CaRE n gET WeLL sOOn
1785,ham,I dun believe u. I thk u told him.
175,ham,Let me know when you've got the money so carlos can make the call
5276,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
1480,ham,Have you always been saying welp?
3482,ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
412,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
1390,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
1341,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
5529,ham,What about this one then.
2077,ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
3743,ham,Nobody names their penis a girls name this story doesn't add up at all
3630,ham,Thank you princess! You are so sexy...
5450,ham,Sac needs to carry on:)
3371,ham,And now electricity just went out fml.
78,ham,Does not operate after  &lt;#&gt;  or what
2907,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
4188,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
4444,ham,"2 celebrate my båÕday, y else?"
3824,ham,Hi. I'm always online on yahoo and would like to chat with you someday
5106,ham,Ding me on ya break fassyole! Blacko from londn
264,ham,Why you Dint come with us.
4394,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
1598,ham,Daddy will take good care of you :)
2322,ham,Should I be stalking u?
4360,ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
5387,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
5018,ham,Great! How is the office today?
5191,ham,"Sorry, I'll call later"
1178,ham,"I'm outside islands, head towards hard rock and you'll run into me"
2070,spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
3786,ham,WHORE YOU ARE UNBELIEVABLE.
5192,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
2386,ham,No message..no responce..what happend?
2275,ham,Is that on the telly? No its Brdget Jones!
1340,ham,Might ax well im there.
5418,ham,So how are you really. What are you up to. How's the masters. And so on.
3237,ham,Good. No swimsuit allowed :)
2640,ham,Pandy joined 4w technologies today.he got job..
4220,ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
10,ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
438,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
1366,ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
971,ham,"Haha awesome, omw back now then"
4806,spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
2460,ham,i cant talk to you now.i will call when i can.dont keep calling.
1482,ham,Ok...
5524,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
669,ham,Did u receive my msg?
2914,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
2893,ham,K...k...yesterday i was in cbe .
4221,ham,Yo you around? A friend of mine's lookin to pick up later tonight
2305,ham,Still in the area of the restaurant. Ill try to come back soon
5273,ham,Its too late:)but its k.wish you the same.
5356,ham,Tell me something. Thats okay.
1926,ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
1337,ham,Then she buying today? ÌÏ no need to c meh...
3587,ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
3076,ham,There is no sense in my foot and penis.
4294,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
628,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
409,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
5343,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
1198,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
2636,ham,Thank god they are in bed!
3667,ham,Thanks for loving me so. You rock
2679,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
1201,ham,I know she called me
4109,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
760,spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
3106,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
3610,ham,No. I.ll meet you in the library
4752,spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
4078,ham,O i played smash bros  &lt;#&gt;  religiously.
4632,ham,Oh wow thats gay. Will firmware update help
5193,ham,"It's wylie, you in tampa or sarasota?"
1600,ham,K.then any other special?
2211,ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
3416,ham,But i haf enuff space got like 4 mb...
1593,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
1458,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
4578,ham,No plans yet. What are you doing ?
5274,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
2178,ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
3111,ham,Just haven't decided where yet eh ?
2281,ham,"I hav almost reached. Call, i m unable to connect u."
693,ham,Will purchase d stuff today and mail to you. Do you have a po box number?
1578,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
2060,ham,I did. One slice and one breadstick. Lol
5326,ham,What makes you most happy?
4657,ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
2984,ham,No break time one... How... I come out n get my stuff fr Ì_?
2351,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 "
2613,ham,Thanks for sending this mental ability question..
3930,ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
3716,ham,I'm gonna rip out my uterus.
3063,ham,Ok. How many should i buy.
4907,ham,"I'm in solihull, | do you want anything?"
1370,ham,Hope you are feeling great. Pls fill me in. Abiola
4249,ham,How much for an eighth?
5421,ham,"Hi elaine, is today's meeting confirmed?"
42,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
1240,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
1418,ham,Lmao. Take a pic and send it to me.
878,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
1483,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
3779,ham,Then ur physics get a-?
2471,ham,"sry can't talk on phone, with parents"
4455,ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
879,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
1318,ham,Ok...
2633,ham,"That's what I love to hear :V see you sundayish, then"
4122,ham,"Cool, want me to go to kappa or should I meet you outside mu"
4776,ham,Sorry completely forgot * will pop em round this week if your still here?
1238,ham,"Dear relieved of westonzoyland, all going to plan this end too!"
1513,ham,Hows the champ just leaving glasgow!
135,ham,I only haf msn. It's yijue@hotmail.com
2258,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
2828,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
5373,ham,"K I'll head out in a few mins, see you there"
1862,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
3928,ham,Yes. Nigh you cant aha.
3231,ham,Guess he wants alone time. We could just show up and watch when they do..
3956,ham,Where is that one day training:-)
4492,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
1498,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
4149,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
5415,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
2941,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
178,ham,Text her. If she doesnt reply let me know so i can have her log in
2788,ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
4603,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
5550,ham,"Cool, what time you think you can get here?"
3212,ham,What's ur pin?
300,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
3275,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
1663,ham,S but mostly not like that.
5240,ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
1001,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
3261,ham,O shore are you takin the bus
4174,ham,How are you doing. How's the queen. Are you going for the royal wedding
3590,ham,How much would it cost to hire a hitman
4822,ham,:-) :-)
228,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
818,ham,Then why you not responding
988,ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
29,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
1657,ham,S:-)if we have one good partnership going we will take lead:)
561,ham,Thanx 4 e brownie it's v nice...
3464,ham,"Haha figures, well I found the piece and priscilla's bowl"
5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
225,ham,Would really appreciate if you call me. Just need someone to talk to.
4101,ham,Ok then i will come to ur home after half an hour
4089,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
4540,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
3443,ham,Yes but I don't care cause I know its there!
4128,ham,Me i'm not workin. Once i get job...
3010,ham,"Hm good morning, headache anyone? :-)"
4989,spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
668,ham,Have a good evening! Ttyl
2943,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
3006,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
5154,ham,"Like  &lt;#&gt; , same question"
3539,ham,"I'll get there at 3, unless you guys want me to come some time sooner"
151,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
1802,ham,Ok lor thanx... ÌÏ in school?
4318,ham,Are you still playing with gautham?
702,ham,What is important is that you prevent dehydration by giving her enough fluids
5319,ham,Kothi print out marandratha.
1444,ham,Those ducking chinchillas
2950,ham,Hey now am free you can call me.
3517,ham,Are you willing to go for apps class.
854,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
1832,ham,What time is ur flight tmr?
2881,ham,Hi Harish's rent has been transfred to ur Acnt.
3294,ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
5132,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
4209,ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
2337,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
206,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1147,ham,Ok... Help me ask if she's working tmr a not?
3136,ham,You're right I have now that I think about it
3297,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
3238,ham,Am okay. Will soon be over. All the best
4985,ham,That's y u haf 2 keep me busy...
5547,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
4995,ham,Happy new year. Hope you are having a good semester
4928,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1245,ham,Hello which the site to download songs its urgent pls
4084,spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
3852,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
2731,ham,Mm feeling sleepy. today itself i shall get that dear
3333,ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
2665,ham,R u meeting da ge at nite tmr?
1982,ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
869,spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
1659,ham,"Yeah, where's your class at?"
3233,ham,Yup Ì_ not comin :-(
4769,ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
3050,ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
5141,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
2677,ham,Where in abj are you serving. Are you staying with dad or alone.
3397,ham,It only does simple arithmetic not percentages.
3078,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
3985,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
1138,ham,What * u wearing?
2694,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
4235,spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
4585,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
5009,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
5162,ham,Just send a text. We'll skype later.
4908,ham,Will do. Have a good day
4310,ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
3369,ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
2179,ham,And popping &lt;#&gt; ibuprofens was no help.
4410,ham,Ya but it cant display internal subs so i gotta extract them
2186,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
2639,ham,Why she wants to talk to me
5383,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
416,ham,Alright i have a new goal now
2086,ham,Dude how do you like the buff wind.
4054,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
3986,spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
2754,ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
136,ham,He is there. You call and meet him
4842,ham,I need details about that online job.
1474,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
1122,ham,Ok.ok ok..then..whats ur todays plan
4889,ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
4131,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
25,ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
657,ham,You will be in the place of that man
3942,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
449,ham,10 min later k...
3432,ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
3296,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
3124,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
1401,ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
3282,ham,Hey tmr maybe can meet you at yck
1258,ham,Honey boo I'm missing u.
4847,ham,S.this will increase the chance of winning.
1270,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
5531,ham,Compliments to you. Was away from the system. How your side.
1449,ham,say thanks2. 
1052,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
2825,ham,Ok lor...
2437,spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
3990,ham,I am on the way to ur home
4340,ham,ÌÏ all write or wat..
276,ham,Tell rob to mack his gf in the theater
2441,ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
2158,ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
588,ham,Ya srsly better than yi tho
2207,ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
970,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
4850,ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
3184,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
2708,ham,"Nah, I'm a perpetual DD"
4240,ham,Detroit. The home of snow. Enjoy it.
3334,ham,"Sorry, got a late start, we're on the way"
1759,ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
2181,ham,Ok.
3757,ham,Lol no ouch but wish i'd stayed out a bit longer
4263,ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
2272,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
3825,ham,"Goodmorning,my grandfather expired..so am on leave today."
927,ham,K:)i will give my kvb acc details:)
3226,ham,Wife.how she knew the time of murder exactly
3068,ham,Ay wana meet on sat?Ì_ wkg on sat?
5536,ham,Aiyah ok wat as long as got improve can already wat...
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?
4902,ham,"\I;m reaching in another 2 stops.\"""""
5477,ham,What Today-sunday..sunday is holiday..so no work..
443,ham,"Sorry, I'll call later"
4246,spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
5390,ham,Nt joking seriously i told
2142,ham,You see the requirements please
754,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
2265,ham,I cant pick the phone right now. Pls send a message
1047,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
780,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
900,ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
3035,ham,;-) ok. I feel like john lennon.
4960,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
1952,ham,Nah im goin 2 the wrks with j wot bout u?
2760,ham,I dont thnk its a wrong calling between us
1197,ham,He also knows about lunch menu only da. . I know
100,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
1049,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
1627,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
5422,ham,Ok k..sry i knw 2 siva..tats y i askd..
2831,ham,Its normally hot mail. Com you see!
3800,ham,"It's ok, at least armand's still around"
2443,ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
1271,ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
5284,ham,Sent me ur email id soon
2748,ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
766,ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
4846,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
5058,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
1889,ham,I gotta collect da car at 6 lei.
3660,ham,Well then you have a great weekend!
3060,ham,What u talking bout early morning? It's almost noon where your at!
168,ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
73,ham,K..k:)where are you?how did you performed?
2653,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
5548,ham,"No, I was trying it all weekend ;V"
2985,spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
1883,ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
4044,ham,If You mean the website. Yes.
2166,ham,"Thank you. And by the way, I just lost."
2568,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
992,ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
3216,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
1905,ham,"There're some people by mu, I'm at the table by lambda"
5189,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
3086,ham,So i asked how's anthony. Dad. And your bf
